Board Number|Board Name|School Number|School Name|School Type|School Level|School Language|Junior Kindergarten Enrolment|Kindergarten Enrolment|Grade 1 Enrolment|Grade 2 Enrolment|Grade 3 Enrolment|Grade 4 Enrolment|Grade 5 Enrolment|Grade 6 Enrolment|Grade 7 Enrolment|Grade 8 Enrolment|Grade 9 Enrolment|Grade 10 Enrolment|Grade 11 Enrolment|Grade 12 Enrolment
B67091|Simcoe Muskoka CDSB|836320|St Nicholas School|Catholic|Elementary|English|20|25|15|15|30|25|20|20|25|30||||
B67091|Simcoe Muskoka CDSB|837199|St Noel Chabanel Catholic Elementary School|Catholic|Elementary|English|30|45|50|45|40|45|55|50|50|45||||
B67091|Simcoe Muskoka CDSB|840815|St Paul's Separate School|Catholic|Elementary|English|65|60|60|65|70|65|85|80|60|55||||
B67091|Simcoe Muskoka CDSB|843342|St Peter the Apostle School|Catholic|Elementary|English|20|15|20|15|20|15|20|25|15|20||||
B67091|Simcoe Muskoka CDSB|844012|St Peter's Secondary School|Catholic|Secondary|English|||||||||||340|285|290|340
B67091|Simcoe Muskoka CDSB|852775|St Theresa's Separate School|Catholic|Secondary|English|||||||||||220|235|190|295
B67091|Simcoe Muskoka CDSB|773050|St Thomas Aquinas Catholic Secondary School|Catholic|Secondary|English|||||||||||195|175|175|165
B67091|Simcoe Muskoka CDSB|750905|St. John Paul II Separate School|Catholic|Elementary|English|40|50|25|30|35|50|50|55|50|55||||
B67091|Simcoe Muskoka CDSB|824690|St. Marie of the Incarnation Separate School|Catholic|Elementary|English|80|55|90|90|75|75|70|70|70|70||||
B67091|Simcoe Muskoka CDSB|733199|St. Teresa of Calcutta Catholic School|Catholic|Elementary|English|25|35|40|45|35|45|40|45|45|40||||
B67091|Simcoe Muskoka CDSB|868914|The Good Shepherd Catholic School|Catholic|Elementary|English|35|55|35|50|40|50|45|50|35|55||||
B67040|St Clair CDSB|697567|Christ the King Catholic School|Catholic|Elementary|English|25|25|35|20|25|15|20|15|10|10||||
B67040|St Clair CDSB|708003|Georges P Vanier Catholic School|Catholic|Elementary|English|20|10|25|25|20|25|30|35|30|25||||
B67040|St Clair CDSB|842249|Good Shepherd Catholic School|Catholic|Elementary|English|<10|<10|10|15|<10|<10|<10|15|10|10||||
B67040|St Clair CDSB|710970|Gregory A Hogan Catholic School|Catholic|Elementary|English|60|65|70|60|70|45|50|45|35|30||||
B67040|St Clair CDSB|715492|Holy Family Catholic School|Catholic|Elementary|English|20|25|25|20|30|25|20|20|30|20||||
B67040|St Clair CDSB|719269|Holy Rosary Catholic School|Catholic|Elementary|English|<10|<10|<10|<10|<10|10|<10|<10|<10|<10||||
B67040|St Clair CDSB|767339|Holy Trinity Catholic School|Catholic|Elementary|English|30|30|35|45|30|50|40|50|40|60||||
B67040|St Clair CDSB|724009|Monsignor Uyen Catholic School|Catholic|Elementary|English|30|25|35|30|45|35|25|30|20|25||||
B67040|St Clair CDSB|743984|Our Lady of Fatima Catholic School|Catholic|Elementary|English|30|25|25|40|35|35|30|30|45|25||||
B67040|St Clair CDSB|758108|Sacred Heart Catholic School|Catholic|Elementary|English|10|<10|10|15|15|15|15|<10|<10|10||||
B67040|St Clair CDSB|757748|Sacred Heart Catholic School|Catholic|Elementary|English|25|30|25|25|30|40|50|40|40|30||||
B67040|St Clair CDSB|765155|St Agnes Catholic School|Catholic|Elementary|English|<10|<10|10|15|15|10|10|15|10|10||||
B67040|St Clair CDSB|771295|St Anne Catholic School|Catholic|Elementary|English|45|40|40|25|35|35|40|30|40|30||||
B67040|St Clair CDSB|770671|St Anne Catholic School|Catholic|Elementary|English|35|25|40|40|40|45|35|45|30|40||||
B67040|St Clair CDSB|788813|St Elizabeth Catholic School|Catholic|Elementary|English|20|20|20|<10|15|10|15|25|15|20||||
B67040|St Clair CDSB|803375|St John Fisher Catholic School|Catholic|Elementary|English|25|20|30|25|30|25|20|25|20|30||||
B67040|St Clair CDSB|811432|St Joseph Catholic School|Catholic|Elementary|English|15|15|10|10|15|20|20|20|15|15||||
B67040|St Clair CDSB|809233|St Joseph Catholic School|Catholic|Elementary|English|25|25|35|40|30|30|50|45|35|35||||
B67040|St Clair CDSB|773757|St Matthew Catholic School|Catholic|Elementary|English|30|30|25|30|40|40|35|40|20|30||||
B67040|St Clair CDSB|834602|St Michael Catholic School|Catholic|Elementary|English|15|10|25|15|20|10|<10|25|<10|25||||
B67040|St Clair CDSB|833142|St Michael Catholic School|Catholic|Elementary|English|20|<10|15|25|10|15|20|15|20|20||||
B67040|St Clair CDSB|836788|St Patrick's Catholic High School|Catholic|Secondary|English|||||||||||335|335|330|405
B67040|St Clair CDSB|843415|St Peter Canisius Catholic School|Catholic|Elementary|English|15|20|15|20|25|20|25|25|15|25||||
B67040|St Clair CDSB|846015|St Philip Catholic School|Catholic|Elementary|English|20|25|20|15|20|25|30|25|20|25||||
B67040|St Clair CDSB|856800|St Ursula Catholic School|Catholic|Elementary|English|20|25|30|25|25|40|35|35|35|40||||
B67040|St Clair CDSB|857971|St Vincent Catholic School|Catholic|Elementary|English|10|15|<10|10|15|20|20|20|20|20||||
B67040|St Clair CDSB|864366|Ursuline College Chatham Catholic Secondary School|Catholic|Secondary|English|||||||||||300|295|320|350
B29033|Sudbury CDSB|689351|Bishop Alexander Carter Catholic Secondary School|Catholic|Secondary|English|||||||||||85|65|70|85
B29033|Sudbury CDSB|869673|Holy Cross Catholic School School|Catholic|Elementary|English|45|50|60|60|35|60|60|65||||||
B29033|Sudbury CDSB|701745|Holy Trinity School|Catholic|Elementary|English|85|75|75|90|65|70|80|70||||||
B29033|Sudbury CDSB|721212|Immaculate Conception Catholic School|Catholic|Elementary|English|25|20|30|25|25|30|30|20||||||
B29033|Sudbury CDSB|730963|Marymount Academy Catholic School|Catholic|Secondary|English|||||||||||65|50|40|55
B29033|Sudbury CDSB|730971|Marymount Elementary Academy|Catholic|Elementary|English|||||||||70|60||||
B29033|Sudbury CDSB|750336|Pius XII Catholic School|Catholic|Elementary|English|25|35|25|25|30|30|30|25||||||
B29033|Sudbury CDSB|770744|St Anne Separate School|Catholic|Elementary|English|20|20|35|30|35|30|40|35|65|55||||
B29033|Sudbury CDSB|777196|St Benedict Catholic Secondary School|Catholic|Secondary|English|||||||||||105|100|130|135
B29033|Sudbury CDSB|782181|St Charles Catholic School|Catholic|Elementary|English|40|50|50|45|40|50|55|35|40|35||||
B29033|Sudbury CDSB|783358|St Charles College|Catholic|Secondary|English|||||||||||220|180|175|260
B29033|Sudbury CDSB|785954|St David Catholic School|Catholic|Elementary|English|35|35|45|40|45|40|45|40||||||
B29033|Sudbury CDSB|791075|St Francis Catholic School|Catholic|Elementary|English|45|60|50|40|35|35|30|30||||||
B29033|Sudbury CDSB|798878|St James Catholic School|Catholic|Elementary|English|30|30|35|30|35|35|35|40|<10|25||||
B29033|Sudbury CDSB|804282|St John Catholic School|Catholic|Elementary|English|30|30|25|30|30|25|25|40|30|30||||
B29033|Sudbury CDSB|810525|St Joseph Catholic School|Catholic|Elementary|English|<10|<10|||||<10|<10||||||
B29033|Sudbury CDSB|822744|St Mark Catholic School|Catholic|Elementary|English||<10||<10|<10||<10|<10||||||
B29033|Sudbury CDSB|746827|St Paul the Apostle Catholic School|Catholic|Elementary|English|20|20|35|20|35|30|30|15||||||
B29033|Sudbury CDSB|757127|St. Benedict Elementary Catholic School|Catholic|Elementary|English|||||||||115|95||||
B29033|Sudbury CDSB|830399|St. Charles College Elementary|Catholic|Elementary|English|||||||||160|160||||
B29076|Superior North CDSB|714194|Holy Angels Separate School|Catholic|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B29076|Superior North CDSB|719994|Holy Saviour|Catholic|Elementary|English|10|<10|10|<10|15|10|10|<10|10|10||||
B29076|Superior North CDSB|742660|Our Lady of Fatima Separate School|Catholic|Elementary|English|<10|<10|<10|<10|10|<10|10|10|<10|<10||||
B29076|Superior North CDSB|745782|Our Lady of Lourdes School|Catholic|Elementary|English|10|<10|<10|10|<10|10|10|<10|<10|<10||||
B29076|Superior North CDSB|780626|St Brigid Separate School|Catholic|Elementary|English|||||<10|<10||<10||<10||||
B29076|Superior North CDSB|788031|St Edward School|Catholic|Elementary|English|15|<10|15|10|10|10|15|15|20|<10||||
B29076|Superior North CDSB|797260|St Hilary School|Catholic|Elementary|English|<10|<10|<10|<10|<10|10|<10|<10|<10|<10||||
B29076|Superior North CDSB|808571|St Joseph Separate School|Catholic|Elementary|English|<10|10|<10|10|<10|<10|<10|<10|<10|<10||||
B29076|Superior North CDSB|824046|St Martin Catholic School|Catholic|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B28070|Superior-Greenstone DSB|214574|B A Parker Public School|Public|Elementary|English|<10|10|<10|15|10|<10|10|15|15|20||||
B28070|Superior-Greenstone DSB|037770|Beardmore Public School|Public|Elementary|English|<10|<10|<10|<10|<10|<10|<10||<10|<10||||
B28070|Superior-Greenstone DSB|142689|Dorion Public School|Public|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B28070|Superior-Greenstone DSB|385131|George O'Neill Public School|Public|Elementary|English|15|15|15|15|15|15|<10|20|15|20||||
B28070|Superior-Greenstone DSB|912565|Geraldton Composite School|Public|Secondary|English|||||||||||50|45|40|60
B28070|Superior-Greenstone DSB|940666|Lake Superior High School|Public|Secondary|English|||||||||||25|20|20|20
B28070|Superior-Greenstone DSB|924652|Manitouwadge High School|Public|Secondary|English|||||||||||<10|15|20|20
B28070|Superior-Greenstone DSB|332097|Manitouwadge Public School|Public|Elementary|English|<10|<10|<10|<10||<10|<10|<10|<10|<10||||
B28070|Superior-Greenstone DSB|924784|Marathon High School|Public|Secondary|English|||||||||||40|35|45|50
B28070|Superior-Greenstone DSB|338010|Margaret Twomey Public School|Public|Elementary|English|15|10|15|15|20|20|15|25|20|20||||
B28070|Superior-Greenstone DSB|320650|Marjorie Mills Public School|Public|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B28070|Superior-Greenstone DSB|382795|Nakina Public School|Public|Elementary|English||<10|<10|<10|<10||<10|<10|<10|<10||||
B28070|Superior-Greenstone DSB|929336|Nipigon Red Rock District High School|Public|Secondary|English|||||||||||30|45|25|45
B28070|Superior-Greenstone DSB|502006|Schreiber Public School|Public|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B28070|Superior-Greenstone DSB|550884|Terrace Bay Public School|Public|Elementary|English|<10|20|<10|<10|<10|15|15|<10|<10|<10||||
B66044|Thames Valley DSB|890073|A B Lucas Secondary School|Public|Secondary|English|||||||||||285|385|370|440
B66044|Thames Valley DSB|000540|A J Baker Public School|Public|Elementary|English|20|10|15|10|15|10|15|15|10|15||||
B66044|Thames Valley DSB|001503|Aberdeen Public School|Public|Elementary|English|20|20|25|25|20|20|25|15|25|25||||
B66044|Thames Valley DSB|002542|Adelaide - W G MacDonald Public School|Public|Elementary|English|10|20|15|25|20|20|10|20|15|15||||
B66044|Thames Valley DSB|007358|Aldborough Public School|Public|Elementary|English|25|30|30|35|35|30|40|20|35|30||||
B66044|Thames Valley DSB|011576|Algonquin Public School|Public|Elementary|English|50|45|35|60|60|40|70|65|50|60||||
B66044|Thames Valley DSB|011622|Annandale Public School|Public|Elementary|English|30|50|35|35|50|45|40|40|40|35||||
B66044|Thames Valley DSB|023990|Arthur Ford Public School|Public|Elementary|English|55|40|45|35|45|50|40|50|25|45||||
B66044|Thames Valley DSB|612766|Arthur Stringer Public School|Public|Elementary|English|25|35|20|30|30|25|25|35|35|25||||
B66044|Thames Valley DSB|892670|Arthur Voaden Secondary School|Public|Secondary|English|||||||||||70|65|85|130
B66044|Thames Valley DSB|026395|Ashley Oaks Public School|Public|Elementary|English|50|55|50|45|70|60|55|80|55|65||||
B66044|Thames Valley DSB|947148|B Davison Secondary School Secondary School|Public|Secondary|English|||||||||||55|40|25|45
B66044|Thames Valley DSB|467572|Blenheim District Public School|Public|Elementary|English|35|30|35|30|30|30|30|35|35|25||||
B66044|Thames Valley DSB|055611|Bonaventure Meadows Public School|Public|Elementary|English|35|35|35|30|40|35|45|55|35|50||||
B66044|Thames Valley DSB|072095|Byron Northview Public School|Public|Elementary|English|75|55|55|60|70|55|65|65|55|65||||
B66044|Thames Valley DSB|058416|Byron Somerset Public School|Public|Elementary|English|40|45|35|40|40|35|40|40|40|35||||
B66044|Thames Valley DSB|072222|Byron Southwood Public School|Public|Elementary|English|55|50|45|50|60|70|60|75|65|55||||
B66044|Thames Valley DSB|072613|C C Carrothers Public School|Public|Elementary|English|55|55|40|45|35|45|50|50|35|45||||
B66044|Thames Valley DSB|082880|Caradoc North School|Public|Elementary|English|20|20|20|10|10|20|20|25|20|30||||
B66044|Thames Valley DSB|082759|Caradoc Public School|Public|Elementary|English|45|55|50|30|35|30|40|40|30|40||||
B66044|Thames Valley DSB|136020|Cedar Hollow Public School|Public|Elementary|English|85|70|70|70|55|55|60|60|55|45||||
B66044|Thames Valley DSB|320005|Centennial Central School|Public|Elementary|English|25|25|25|20|30|25|25|30|45|40||||
B66044|Thames Valley DSB|899305|Central Elgin Collegiate Institute|Public|Secondary|English|||||||||||160|125|145|125
B66044|Thames Valley DSB|098876|Central Public School|Public|Elementary|English|50|30|35|35|35|30|35|35|35|25||||
B66044|Thames Valley DSB|106526|Chippewa Public School|Public|Elementary|English|55|40|35|50|40|45|50|55|40|40||||
B66044|Thames Valley DSB|108103|Clara Brenton Public School|Public|Elementary|English|65|60|70|80|75|90|70|80|100|85||||
B66044|Thames Valley DSB|901644|Clarke Road Secondary School|Public|Secondary|English|||||||||||220|210|200|320
B66044|Thames Valley DSB|111406|Cleardale Public School|Public|Elementary|English|55|35|40|40|45|40|40|55|45|45||||
B66044|Thames Valley DSB|902420|College Avenue Secondary School|Public|Secondary|English|||||||||||210|230|225|255
B66044|Thames Valley DSB|134236|Davenport Public School|Public|Elementary|English||||||60|60|65|90|95||||
B66044|Thames Valley DSB|136182|Delaware Central School|Public|Elementary|English|10|10|10|<10|10|10|10|10|30|20||||
B66044|Thames Valley DSB|155810|Dunwich-Dutton Public School|Public|Elementary|English|50|25|50|35|45|35|35|25|30|35||||
B66044|Thames Valley DSB|430242|Eagle Heights Public School|Public|Elementary|English|135|105|85|95|95|105|115|115|75|90||||
B66044|Thames Valley DSB|157244|Ealing Public School|Public|Elementary|English|25|25|15|20|15|10|25|15|20|25||||
B66044|Thames Valley DSB|049603|East Carling Public School|Public|Elementary|English|55|55|50|45|45|50|45|45|55|50||||
B66044|Thames Valley DSB|906581|East Elgin Secondary School|Public|Secondary|English|||||||||||255|255|290|365
B66044|Thames Valley DSB|160210|East Oxford Public School|Public|Elementary|English|35|30|25|35|25|35|35|25|30|30||||
B66044|Thames Valley DSB|162221|East Williams Memorial Public School|Public|Elementary|English|15|15|20|15|30|10|15|15|20|20||||
B66044|Thames Valley DSB|163740|Eastdale Public School|Public|Elementary|English|20|20|25|15|15|25|10|20|25|25||||
B66044|Thames Valley DSB|167738|Ekcoe Central School|Public|Elementary|English|40|40|25|40|40|45|35|40|35|40||||
B66044|Thames Valley DSB|170500|Elgin Court Public School|Public|Elementary|English|35|25|20|30|35|40|30|25|25|35||||
B66044|Thames Valley DSB|179752|Emily Carr Public School|Public|Elementary|English|80|70|65|65|80|75|70|80|95|60||||
B66044|Thames Valley DSB|137743|Emily Stowe Public School|Public|Elementary|English|50|60|50|60|60|60|55|50|60|55||||
B66044|Thames Valley DSB|589890|Eva Circe-Cote French Immersion Public School|Public|Elementary|English||10|25|30|25|20|20|20|15|20||||
B66044|Thames Valley DSB|190268|Evelyn Harrison Public School|Public|Elementary|English|25|40|25|35|20|30|40|35|30|35||||
B66044|Thames Valley DSB|191825|Fairmont Public School|Public|Elementary|English|35|25|30|25|20|15|25|25|30|25||||
B66044|Thames Valley DSB|201529|Forest Park Public School|Public|Elementary|English|45|45|40|35|45|35|35|45|45|40||||
B66044|Thames Valley DSB|203521|Franklin D Roosevelt Public School|Public|Elementary|English|45|30|30|35|30|45|40|40|40|50||||
B66044|Thames Valley DSB|911259|G A Wheable Secondary School|Public|Secondary|English||||||||||||||30
B66044|Thames Valley DSB|217174|Glen Cairn Public School|Public|Elementary|English|55|60|55|60|70|60|55|50|60|60||||
B66044|Thames Valley DSB|912824|Glencoe District High School|Public|Secondary|English|||||||||||40|40|30|70
B66044|Thames Valley DSB|912956|Glendale High School|Public|Secondary|English|||||||||||190|220|190|230
B66044|Thames Valley DSB|914908|H B Beal Secondary School|Public|Secondary|English|||||||||||425|455|405|785
B66044|Thames Valley DSB|245038|Harrisfield Public School|Public|Elementary|English|65|60|60|50|60|55|60|70|55|55||||
B66044|Thames Valley DSB|255300|Hickson Central Public School|Public|Elementary|English|55|60|60|65|55|70|60|50|55|40||||
B66044|Thames Valley DSB|257737|Hillcrest Public School|Public|Elementary|English|35|30|25|25|25|30|35|25|35|20||||
B66044|Thames Valley DSB|918024|Huron Park Secondary School|Public|Secondary|English|||||||||||190|175|210|200
B66044|Thames Valley DSB|918156|Ingersoll District Collegiate Institute|Public|Secondary|English|||||||||||170|155|195|240
B66044|Thames Valley DSB|275514|Innerkip Central School|Public|Elementary|English|25|30|25|25|25|15|20|25|20|25||||
B66044|Thames Valley DSB|133006|J. S. Buchanan French Immersion Public School|Public|Elementary|English||35|50|30|55|35|30|25|30|20||||
B66044|Thames Valley DSB|280810|Jack Chambers Public School|Public|Elementary|English|50|70|65|75|65|75|90|100|115|95||||
B66044|Thames Valley DSB|522619|Jeanne-Sauve Public School|Public|Elementary|English||40|55|50|45|45|40|30|65|50||||
B66044|Thames Valley DSB|283410|John Dearness Public School|Public|Elementary|English|25|25|30|20|25|25|25|30|20|40||||
B66044|Thames Valley DSB|560766|John P Robarts Public School|Public|Elementary|English|50|50|50|45|50|65|60|45|50|55||||
B66044|Thames Valley DSB|302664|John Wise Public School|Public|Elementary|English|75|45|60|45|55|60|65|50|65|50||||
